Date,Open,High,Low,Close,Adj Close,Volume
1999-12-01,74.750000,94.812500,74.750000,94.187500,77.026405,17003400
2000-01-01,94.187500,94.375000,78.375000,91.625000,74.930771,19531500
2000-02-01,92.875000,94.000000,80.687500,92.500000,75.750168,18721100
2000-03-01,93.250000,128.000000,93.187500,105.250000,86.191399,35059300
2000-04-01,108.750000,110.812500,79.437500,93.250000,76.364334,41328400
2000-05-01,93.250000,101.625000,69.375000,73.562500,60.319057,41825300
2000-06-01,74.562500,95.937500,73.625000,94.781197,77.717728,36702400
2000-07-01,94.375000,106.937500,88.375000,98.687500,80.920792,29921400
2000-08-01,99.000000,129.500000,97.000000,129.500000,106.312782,53400600
2000-09-01,128.000000,133.625000,105.750000,114.062500,93.639389,37402600
2000-10-01,113.125000,116.875000,90.875000,99.812500,81.940826,54636500
2000-11-01,96.750000,101.625000,77.000000,82.125000,67.503014,40827600
2000-12-01,82.125000,108.375000,80.250000,106.937500,87.897766,55874100
2001-01-01,104.375000,120.000000,97.500000,113.750000,93.497314,67405500
2001-02-01,114.900002,118.849998,90.250000,91.750000,75.496689,59505300
2001-03-01,89.400002,97.500000,81.000000,85.099998,70.024704,93130100
2001-04-01,85.099998,102.500000,77.000000,91.099998,74.961823,70863700
2001-05-01,90.000000,105.150002,89.290001,95.099998,78.349487,53616900
2001-06-01,95.489998,98.139999,84.500000,85.800003,70.687538,53906100
2001-07-01,85.949997,88.000000,80.000000,83.160004,68.512527,50417900
2001-08-01,83.500000,87.500000,75.050003,80.099998,66.085236,59785700
2001-09-01,79.949997,81.449997,63.270000,71.349998,58.866142,59324200
2001-10-01,71.360001,86.500000,71.000000,78.160004,64.484650,82618800
2001-11-01,78.500000,92.750000,77.309998,89.000000,73.537651,58203800
2001-12-01,88.000000,95.169998,85.550003,92.750000,76.636154,51124600
2002-01-01,92.800003,97.250000,81.599998,86.980003,71.868591,81933000
2002-02-01,86.489998,86.500000,77.519997,80.940002,66.968582,70296800
2002-03-01,81.500000,92.250000,80.849998,90.250000,74.671585,60265000
2002-04-01,89.400002,89.449997,75.800003,78.750000,65.156631,77215300
2002-05-01,78.550003,82.099998,74.000000,75.449997,62.523384,71135300
2002-06-01,75.449997,77.019997,69.029999,73.349998,60.783226,72219000
2002-07-01,73.750000,77.000000,65.550003,73.150002,60.617455,205190100
2002-08-01,73.150002,81.970001,67.750000,77.300003,64.167572,102812600
2002-09-01,76.059998,76.099998,64.489998,66.029999,54.812218,99519100
2002-10-01,66.500000,75.349998,58.570000,71.599998,59.435928,134795100
2002-11-01,71.599998,81.000000,71.000000,78.870003,65.576813,78057400
2002-12-01,78.879997,80.900002,67.000000,68.099998,56.622021,72327100
2003-01-01,68.099998,75.750000,66.949997,68.099998,56.720142,77425600
2003-02-01,68.099998,69.750000,63.750000,69.449997,57.941235,69664000
2003-03-01,69.449997,72.099998,61.020000,68.080002,56.798290,109285900
2003-04-01,68.480003,78.900002,68.059998,75.900002,63.322388,90997300
