Date,Open,High,Low,Close,Adj Close,Volume
1999-12-01,29.000000,32.500000,27.500000,32.500000,20.322157,59564000
2000-01-01,32.468750,32.937500,25.750000,26.468750,16.550831,78941400
2000-02-01,26.750000,27.312500,23.781250,25.468750,15.925538,92730200
2000-03-01,25.468750,32.250000,23.250000,31.593750,19.907330,91093000
2000-04-01,31.593750,33.062500,28.031250,31.093750,19.592289,66584400
2000-05-01,30.718750,33.468750,28.875000,30.218750,19.040941,62824000
2000-06-01,29.500000,32.437500,27.000000,29.437500,18.661457,69547000
2000-07-01,28.750000,30.875000,27.687500,29.187500,18.502970,54022000
2000-08-01,29.562500,32.500000,28.406250,31.218750,19.790651,56648600
2000-09-01,31.343750,36.437500,29.500000,34.687500,22.128466,99811600
2000-10-01,34.437500,36.468750,29.937500,34.906250,22.268007,128127600
2000-11-01,34.593750,36.375000,32.593750,35.406250,22.586969,61133200
2000-12-01,35.187500,39.875000,34.843750,39.312500,25.247704,89065000
2001-01-01,38.875000,38.875000,34.546848,37.490002,24.077244,92416600
2001-02-01,37.490002,40.200001,36.520000,38.955002,25.018108,75327200
2001-03-01,38.799999,41.250000,32.450001,36.650002,23.675411,130830200
2001-04-01,36.799999,39.924999,35.000000,39.040001,25.219332,71364600
2001-05-01,39.000000,43.750000,38.235001,41.654999,26.908577,76540000
2001-06-01,41.500000,42.825001,36.209999,36.630001,23.797363,121194000
2001-07-01,36.525002,38.605000,35.299999,36.700001,23.842846,82904800
2001-08-01,37.000000,37.290001,33.555000,34.200001,22.218670,91513400
2001-09-01,34.450001,34.845001,20.049999,23.250000,15.199659,195736400
2001-10-01,23.100000,28.620001,22.850000,26.945000,17.615269,137544000
2001-11-01,26.950001,30.875000,26.350000,30.100000,19.677847,87877400
2001-12-01,29.625000,32.950001,29.305000,32.314999,21.294155,88509600
2002-01-01,32.349998,34.419998,29.655001,34.365002,22.645020,112798600
2002-02-01,34.500000,37.474998,33.360001,36.474998,24.035416,101658800
2002-03-01,36.424999,38.875000,35.750000,37.099998,24.623663,106692600
2002-04-01,37.000000,37.775002,33.250000,35.084999,23.286282,126730800
2002-05-01,34.750000,35.544998,33.570000,34.435001,22.854872,92162400
2002-06-01,34.400002,35.500000,31.950001,33.950001,22.689781,101096600
2002-07-01,33.875000,36.029999,29.305000,34.750000,23.224445,134122800
2002-08-01,34.625000,34.645000,28.695000,29.695000,19.846048,145703800
2002-09-01,29.450001,31.344999,27.620001,28.245001,19.026011,111150000
2002-10-01,28.500000,31.950001,24.415001,30.834999,20.770641,148239800
2002-11-01,30.424999,33.105000,30.299999,31.235001,21.040096,92841600
2002-12-01,31.900000,32.325001,29.610001,30.969999,21.027176,84853800
2003-01-01,31.150000,33.445000,31.000000,31.790001,21.583923,97646000
2003-02-01,32.025002,32.849998,28.900000,29.290001,19.886547,100797000
2003-03-01,29.295000,31.990000,26.754999,28.889999,19.769651,129448600
2003-04-01,29.225000,31.975000,28.940001,30.905001,21.148533,124542800
2003-05-01,30.905001,34.375000,30.420000,34.125000,23.352009,105328200
2003-06-01,34.410000,37.035000,34.174999,35.415001,24.430849,98263600
2003-07-01,35.110001,38.549999,34.654999,37.615002,25.948517,93899200
